,MLII,V2,symbol
539993,-0.155,0.205,
539994,-0.165,0.205,
539995,-0.175,0.17,
539996,-0.19,0.165,
539997,-0.18,0.165,
539998,-0.185,0.155,
539999,-0.195,0.155,
540000,-0.205,0.145,
540001,-0.215,0.14,
540002,-0.215,0.135,
540003,-0.205,0.145,
540004,-0.2,0.15,
540005,-0.2,0.16,
540006,-0.21,0.14,
540007,-0.225,0.135,
540008,-0.225,0.12,
540009,-0.215,0.14,
540010,-0.205,0.15,
540011,-0.205,0.125,
540012,-0.205,0.125,
540013,-0.22,0.13,
540014,-0.22,0.135,
540015,-0.21,0.14,
540016,-0.21,0.16,
540017,-0.205,0.14,
540018,-0.215,0.14,
540019,-0.215,0.14,
540020,-0.215,0.145,
540021,-0.2,0.16,
540022,-0.195,0.155,
540023,-0.19,0.17,
540024,-0.21,0.145,
540025,-0.22,0.145,
540026,-0.215,0.155,
540027,-0.215,0.165,
540028,-0.185,0.17,
540029,-0.195,0.16,
540030,-0.2,0.155,
540031,-0.21,0.155,
540032,-0.21,0.165,
540033,-0.2,0.175,
540034,-0.195,0.18,
540035,-0.19,0.185,
540036,-0.195,0.17,
540037,-0.2,0.17,
540038,-0.215,0.165,
540039,-0.205,0.18,
540040,-0.19,0.185,
540041,-0.195,0.185,
540042,-0.19,0.18,
540043,-0.195,0.175,
540044,-0.205,0.175,
540045,-0.195,0.2,
540046,-0.195,0.195,
540047,-0.19,0.19,
540048,-0.2,0.175,
540049,-0.2,0.165,
540050,-0.225,0.17,
540051,-0.205,0.175,
540052,-0.2,0.17,
540053,-0.205,0.18,
540054,-0.205,0.165,
540055,-0.21,0.145,
540056,-0.21,0.155,
540057,-0.21,0.16,
540058,-0.2,0.155,
540059,-0.2,0.165,
540060,-0.22,0.16,
540061,-0.22,0.14,
540062,-0.24,0.14,
540063,-0.235,0.14,
540064,-0.23,0.155,
540065,-0.235,0.155,
540066,-0.235,0.135,
540067,-0.23,0.13,
540068,-0.245,0.135,
540069,-0.22,0.145,
540070,-0.23,0.145,
540071,-0.235,0.135,
540072,-0.24,0.125,
540073,-0.25,0.105,
540074,-0.26,0.11,
540075,-0.245,0.12,
540076,-0.245,0.125,
540077,-0.245,0.125,
540078,-0.255,0.115,
540079,-0.245,0.11,
540080,-0.27,0.115,
540081,-0.28,0.11,
540082,-0.255,0.115,
540083,-0.245,0.105,
540084,-0.27,0.105,
540085,-0.275,0.09,
540086,-0.27,0.095,
540087,-0.285,0.105,
540088,-0.28,0.105,
540089,-0.28,0.095,
540090,-0.27,0.095,
540091,-0.27,0.085,
540092,-0.29,0.085,
540093,-0.28,0.09,
540094,-0.275,0.1,
540095,-0.28,0.095,
540096,-0.29,0.075,
540097,-0.29,0.065,
540098,-0.295,0.085,
540099,-0.29,0.095,
540100,-0.27,0.095,
540101,-0.285,0.095,
540102,-0.29,0.07,
540103,-0.3,0.065,
540104,-0.295,0.055,
540105,-0.295,0.075,
540106,-0.295,0.085,
540107,-0.3,0.08,
540108,-0.3,0.07,
540109,-0.305,0.06,
540110,-0.315,0.07,
540111,-0.305,0.075,
540112,-0.285,0.08,
540113,-0.305,0.07,
540114,-0.3,0.055,
540115,-0.31,0.04,
540116,-0.31,0.055,
540117,-0.285,0.065,
540118,-0.29,0.075,
540119,-0.275,0.085,
540120,-0.265,0.07,
540121,-0.28,0.055,
540122,-0.28,0.06,
540123,-0.255,0.07,
540124,-0.23,0.07,
540125,-0.22,0.06,
540126,-0.22,0.06,
540127,-0.225,0.05,
540128,-0.24,0.055,
540129,-0.22,0.075,
540130,-0.215,0.09,
540131,-0.21,0.105,
540132,-0.21,0.085,
540133,-0.21,0.075,
540134,-0.21,0.075,
540135,-0.195,0.08,
540136,-0.185,0.07,
540137,-0.185,0.07,
540138,-0.185,0.06,
540139,-0.195,0.065,
540140,-0.2,0.06,
540141,-0.205,0.08,
540142,-0.195,0.065,
540143,-0.21,0.055,
540144,-0.235,0.035,
540145,-0.25,0.02,
540146,-0.265,0.02,
540147,-0.24,0.005,
540148,-0.23,0.02,
540149,-0.23,0.04,
540150,-0.24,0.045,
540151,-0.255,0.045,
540152,-0.27,0.065,
540153,-0.27,0.065,
540154,-0.275,0.08,
540155,-0.29,0.065,
540156,-0.3,0.055,
540157,-0.32,0.055,
540158,-0.325,0.065,
540159,-0.325,0.075,
540160,-0.335,0.06,
540161,-0.34,0.06,
540162,-0.34,0.045,
540163,-0.36,0.035,
540164,-0.36,0.035,
540165,-0.345,0.045,
540166,-0.345,0.04,
540167,-0.345,0.035,
540168,-0.365,0.025,
540169,-0.365,0.02,
540170,-0.37,0.04,
540171,-0.355,0.05,
540172,-0.355,0.055,
540173,-0.35,0.055,
540174,-0.36,0.035,
540175,-0.365,0.03,
540176,-0.37,0.02,
540177,-0.35,0.04,
540178,-0.345,0.05,
540179,-0.36,0.055,
540180,-0.355,0.045,
540181,-0.35,0.045,
540182,-0.385,0.045,
540183,-0.41,0.05,
540184,-0.445,0.055,
540185,-0.465,0.04,
540186,-0.45,0.045,
540187,-0.4,0.06,
540188,-0.335,0.105,
540189,-0.225,0.135,
540190,0.005,0.175,
540191,0.3,0.275,
540192,0.65,0.405,
540193,0.95,0.53,
540194,1.21,0.655,
540195,1.45,0.785,
540196,1.59,0.865,N
540197,1.6,0.885,
540198,1.41,0.81,
540199,1.0,0.63,
540200,0.48,0.35,
540201,-0.015,0.045,
540202,-0.345,-0.19,
540203,-0.52,-0.355,
540204,-0.59,-0.42,
540205,-0.595,-0.395,
540206,-0.53,-0.305,
540207,-0.425,-0.185,
540208,-0.33,-0.07,
540209,-0.295,0.015,
540210,-0.325,0.05,
540211,-0.34,0.05,
540212,-0.365,0.03,
540213,-0.345,0.025,
540214,-0.345,0.03,
540215,-0.345,0.04,
540216,-0.355,0.04,
540217,-0.37,0.025,
540218,-0.37,0.035,
540219,-0.375,0.055,
540220,-0.37,0.06,
540221,-0.375,0.045,
540222,-0.375,0.045,
540223,-0.395,0.035,
540224,-0.4,0.05,
540225,-0.385,0.045,
540226,-0.385,0.045,
540227,-0.38,0.045,
540228,-0.375,0.03,
540229,-0.39,0.02,
540230,-0.39,0.035,
540231,-0.375,0.045,
540232,-0.375,0.055,
540233,-0.375,0.05,
540234,-0.385,0.05,
540235,-0.4,0.025,
540236,-0.395,0.035,
540237,-0.385,0.045,
540238,-0.37,0.05,
540239,-0.37,0.055,
540240,-0.375,0.04,
540241,-0.39,0.035,
540242,-0.395,0.03,
540243,-0.385,0.035,
540244,-0.375,0.04,
540245,-0.38,0.03,
540246,-0.385,0.02,
540247,-0.385,0.005,
540248,-0.39,0.025,
540249,-0.37,0.03,
540250,-0.37,0.05,
540251,-0.36,0.04,
540252,-0.36,0.045,
540253,-0.365,0.035,
540254,-0.36,0.035,
540255,-0.35,0.04,
540256,-0.34,0.045,
540257,-0.335,0.05,
540258,-0.345,0.04,
540259,-0.345,0.035,
540260,-0.34,0.045,
540261,-0.325,0.06,
540262,-0.315,0.07,
540263,-0.305,0.07,
540264,-0.3,0.055,
540265,-0.31,0.05,
540266,-0.29,0.055,
540267,-0.27,0.075,
540268,-0.245,0.085,
540269,-0.24,0.09,
540270,-0.23,0.095,
540271,-0.23,0.09,
540272,-0.22,0.1,
540273,-0.195,0.12,
540274,-0.175,0.135,
540275,-0.15,0.135,
540276,-0.14,0.13,
540277,-0.14,0.125,
540278,-0.11,0.135,
540279,-0.1,0.16,
540280,-0.08,0.18,
540281,-0.055,0.185,
540282,-0.04,0.185,
540283,-0.04,0.18,
540284,-0.02,0.195,
540285,-0.005,0.2,
540286,0.015,0.215,
540287,0.035,0.21,
540288,0.045,0.21,
540289,0.045,0.2,
540290,0.055,0.225,
540291,0.075,0.24,
540292,0.095,0.26,
540293,0.1,0.26,
540294,0.1,0.26,
540295,0.1,0.245,
540296,0.1,0.24,
540297,0.115,0.26,
540298,0.11,0.245,
540299,0.125,0.25,
540300,0.12,0.245,
540301,0.105,0.235,
540302,0.095,0.25,
540303,0.095,0.265,
540304,0.09,0.26,
540305,0.085,0.255,
540306,0.06,0.23,
540307,0.035,0.21,
540308,0.01,0.205,
540309,-0.01,0.205,
540310,-0.02,0.19,
540311,-0.03,0.17,
540312,-0.06,0.165,
540313,-0.085,0.135,
540314,-0.1,0.135,
540315,-0.12,0.12,
540316,-0.13,0.115,
540317,-0.145,0.09,
540318,-0.17,0.065,
540319,-0.19,0.03,
540320,-0.195,0.045,
540321,-0.215,0.04,
540322,-0.205,0.045,
540323,-0.22,0.03,
540324,-0.22,0.005,
540325,-0.225,-0.005,
540326,-0.225,-0.005,
540327,-0.24,-0.01,
540328,-0.24,-0.01,
540329,-0.245,-0.02,
540330,-0.255,-0.035,
540331,-0.26,-0.045,
540332,-0.27,-0.035,
540333,-0.26,-0.025,
540334,-0.255,-0.025,
540335,-0.255,-0.025,
540336,-0.255,-0.05,
540337,-0.265,-0.075,
540338,-0.27,-0.065,
540339,-0.25,-0.07,
540340,-0.255,-0.045,
540341,-0.255,-0.06,
540342,-0.26,-0.06,
540343,-0.275,-0.055,
540344,-0.27,-0.055,
540345,-0.27,-0.04,
540346,-0.255,-0.045,
540347,-0.255,-0.045,
540348,-0.255,-0.06,
540349,-0.265,-0.07,
540350,-0.26,-0.065,
540351,-0.26,-0.055,
540352,-0.24,-0.03,
540353,-0.23,-0.04,
540354,-0.24,-0.03,
540355,-0.235,-0.05,
540356,-0.25,-0.045,
540357,-0.25,-0.045,
540358,-0.25,-0.045,
540359,-0.235,-0.055,
540360,-0.24,-0.05,
540361,-0.235,-0.05,
540362,-0.24,-0.04,
540363,-0.23,-0.035,
540364,-0.215,-0.03,
540365,-0.215,-0.035,
540366,-0.22,-0.035,
540367,-0.24,-0.05,
540368,-0.23,-0.045,
540369,-0.22,-0.025,
540370,-0.225,-0.035,
540371,-0.21,-0.025,
540372,-0.22,-0.05,
540373,-0.235,-0.04,
540374,-0.235,-0.04,
540375,-0.225,-0.03,
540376,-0.21,-0.03,
540377,-0.22,-0.04,
540378,-0.22,-0.06,
540379,-0.23,-0.07,
540380,-0.225,-0.07,
540381,-0.22,-0.055,
540382,-0.22,-0.055,
540383,-0.23,-0.055,
540384,-0.235,-0.07,
540385,-0.235,-0.08,
540386,-0.25,-0.08,
540387,-0.23,-0.065,
540388,-0.235,-0.075,
540389,-0.235,-0.07,
540390,-0.24,-0.1,
540391,-0.255,-0.11,
540392,-0.255,-0.11,
540393,-0.26,-0.095,
540394,-0.25,-0.095,
540395,-0.25,-0.09,
540396,-0.25,-0.105,
540397,-0.25,-0.12,
540398,-0.27,-0.125,
540399,-0.265,-0.12,
540400,-0.255,-0.11,
540401,-0.26,-0.115,
540402,-0.265,-0.13,
540403,-0.275,-0.135,
540404,-0.28,-0.145,
540405,-0.275,-0.13,
540406,-0.28,-0.13,
540407,-0.275,-0.13,
540408,-0.275,-0.145,
540409,-0.275,-0.175,
540410,-0.295,-0.16,
540411,-0.28,-0.15,
540412,-0.28,-0.145,
540413,-0.28,-0.15,
540414,-0.3,-0.17,
540415,-0.295,-0.175,
540416,-0.305,-0.16,
540417,-0.285,-0.155,
540418,-0.28,-0.155,
540419,-0.29,-0.16,
540420,-0.3,-0.185,
540421,-0.295,-0.195,
540422,-0.3,-0.19,
540423,-0.3,-0.17,
540424,-0.285,-0.17,
540425,-0.29,-0.17,
540426,-0.29,-0.19,
540427,-0.285,-0.19,
540428,-0.29,-0.18,
540429,-0.28,-0.185,
540430,-0.275,-0.18,
540431,-0.275,-0.185,
540432,-0.29,-0.19,
540433,-0.3,-0.21,
540434,-0.29,-0.2,
540435,-0.285,-0.185,
540436,-0.285,-0.185,
540437,-0.28,-0.205,
540438,-0.275,-0.2,
540439,-0.295,-0.215,
540440,-0.295,-0.21,
540441,-0.28,-0.205,
540442,-0.28,-0.205,
540443,-0.27,-0.195,
540444,-0.275,-0.205,
540445,-0.28,-0.215,
540446,-0.255,-0.205,
540447,-0.235,-0.195,
540448,-0.215,-0.195,
540449,-0.21,-0.2,
540450,-0.205,-0.205,
540451,-0.22,-0.215,
540452,-0.215,-0.205,
540453,-0.21,-0.185,
540454,-0.19,-0.18,
540455,-0.175,-0.195,
540456,-0.175,-0.2,
540457,-0.185,-0.22,
540458,-0.185,-0.215,
540459,-0.18,-0.205,
540460,-0.17,-0.21,
540461,-0.16,-0.195,
540462,-0.17,-0.205,
540463,-0.19,-0.215,
540464,-0.2,-0.22,
540465,-0.195,-0.21,
540466,-0.195,-0.215,
540467,-0.205,-0.235,
540468,-0.225,-0.26,
540469,-0.23,-0.27,
540470,-0.225,-0.275,
540471,-0.205,-0.27,
540472,-0.19,-0.24,
540473,-0.205,-0.225,
540474,-0.22,-0.225,
540475,-0.24,-0.23,
540476,-0.255,-0.22,
540477,-0.27,-0.22,
540478,-0.26,-0.225,
540479,-0.265,-0.215,
540480,-0.295,-0.235,
540481,-0.29,-0.245,
540482,-0.3,-0.25,
540483,-0.305,-0.24,
540484,-0.305,-0.24,
540485,-0.31,-0.25,
540486,-0.325,-0.255,
540487,-0.32,-0.29,
540488,-0.33,-0.27,
540489,-0.315,-0.265,
540490,-0.31,-0.265,
540491,-0.315,-0.26,
540492,-0.32,-0.27,
540493,-0.335,-0.275,
540494,-0.355,-0.265,
540495,-0.325,-0.26,
540496,-0.305,-0.255,
540497,-0.3,-0.255,
540498,-0.315,-0.27,
540499,-0.325,-0.26,
540500,-0.325,-0.25,
540501,-0.315,-0.25,
540502,-0.315,-0.24,
540503,-0.325,-0.245,
540504,-0.37,-0.27,
540505,-0.42,-0.285,
540506,-0.45,-0.27,
540507,-0.415,-0.26,
540508,-0.355,-0.22,
540509,-0.285,-0.195,
540510,-0.19,-0.165,
540511,0.03,-0.135,
540512,0.375,-0.025,
540513,0.76,0.14,
540514,1.085,0.275,
540515,1.37,0.385,
540516,1.57,0.495,N
540517,1.665,0.555,
540518,1.545,0.52,
540519,1.205,0.39,
540520,0.64,0.14,
540521,0.065,-0.205,
540522,-0.345,-0.51,
540523,-0.535,-0.705,
540524,-0.585,-0.77,
540525,-0.55,-0.72,
540526,-0.465,-0.63,
540527,-0.37,-0.505,
540528,-0.29,-0.405,
540529,-0.275,-0.325,
540530,-0.29,-0.265,
540531,-0.3,-0.25,
540532,-0.305,-0.27,
540533,-0.295,-0.275,
540534,-0.295,-0.275,
540535,-0.305,-0.265,
540536,-0.31,-0.245,
540537,-0.32,-0.245,
540538,-0.32,-0.23,
540539,-0.335,-0.235,
540540,-0.34,-0.235,
540541,-0.34,-0.25,
540542,-0.34,-0.25,
540543,-0.34,-0.24,
540544,-0.335,-0.245,
540545,-0.335,-0.245,
540546,-0.34,-0.25,
540547,-0.345,-0.255,
540548,-0.355,-0.24,
540549,-0.345,-0.22,
540550,-0.325,-0.22,
540551,-0.34,-0.215,
540552,-0.345,-0.235,
540553,-0.345,-0.255,
540554,-0.35,-0.245,
540555,-0.35,-0.23,
540556,-0.34,-0.225,
540557,-0.34,-0.225,
540558,-0.34,-0.225,
540559,-0.345,-0.235,
540560,-0.345,-0.225,
540561,-0.345,-0.225,
540562,-0.325,-0.215,
540563,-0.33,-0.225,
540564,-0.315,-0.24,
540565,-0.325,-0.235,
540566,-0.325,-0.23,
540567,-0.33,-0.21,
540568,-0.31,-0.205,
540569,-0.31,-0.2,
540570,-0.31,-0.215,
540571,-0.32,-0.23,
540572,-0.305,-0.205,
540573,-0.295,-0.225,
540574,-0.29,-0.2,
540575,-0.285,-0.205,
540576,-0.29,-0.21,
540577,-0.28,-0.215,
540578,-0.28,-0.2,
540579,-0.265,-0.185,
540580,-0.245,-0.19,
540581,-0.24,-0.185,
540582,-0.23,-0.19,
540583,-0.23,-0.205,
540584,-0.23,-0.2,
540585,-0.215,-0.175,
540586,-0.185,-0.155,
540587,-0.16,-0.16,
540588,-0.15,-0.155,
540589,-0.14,-0.15,
540590,-0.13,-0.135,
540591,-0.105,-0.12,
540592,-0.075,-0.11,
540593,-0.06,-0.09,
540594,-0.05,-0.085,
540595,-0.025,-0.09,
540596,-0.03,-0.075,
540597,0.01,-0.07,
540598,0.03,-0.045,
540599,0.045,-0.03,
540600,0.045,-0.055,
540601,0.075,-0.05,
540602,0.08,-0.035,
540603,0.105,-0.02,
540604,0.125,-0.025,
540605,0.135,-0.005,
540606,0.145,-0.005,
540607,0.145,-0.01,
540608,0.14,0.01,
540609,0.165,0.02,
540610,0.175,0.035,
540611,0.19,0.025,
540612,0.19,0.015,
540613,0.18,0.02,
540614,0.18,0.02,
540615,0.17,0.025,
540616,0.17,0.035,
540617,0.155,0.02,
540618,0.135,0.01,
540619,0.115,-0.01,
540620,0.1,-0.02,
540621,0.09,-0.035,
540622,0.08,-0.04,
540623,0.055,-0.04,
540624,0.02,-0.065,
540625,-0.01,-0.08,
540626,-0.03,-0.085,
540627,-0.055,-0.09,
540628,-0.065,-0.105,
540629,-0.08,-0.125,
540630,-0.115,-0.15,
540631,-0.125,-0.17,
540632,-0.145,-0.19,
540633,-0.155,-0.175,
540634,-0.165,-0.19,
540635,-0.165,-0.195,
540636,-0.185,-0.21,
540637,-0.21,-0.22,
540638,-0.2,-0.225,
540639,-0.205,-0.225,
540640,-0.205,-0.225,
540641,-0.2,-0.245,
540642,-0.215,-0.25,
540643,-0.24,-0.27,
540644,-0.24,-0.25,
540645,-0.23,-0.245,
540646,-0.225,-0.245,
540647,-0.22,-0.24,
540648,-0.225,-0.25,
540649,-0.25,-0.26,
540650,-0.25,-0.265,
540651,-0.23,-0.255,
540652,-0.23,-0.255,
540653,-0.22,-0.26,
540654,-0.23,-0.25,
540655,-0.23,-0.255,
540656,-0.24,-0.24,
540657,-0.23,-0.22,
540658,-0.225,-0.225,
540659,-0.21,-0.23,
540660,-0.22,-0.24,
540661,-0.23,-0.255,
540662,-0.215,-0.24,
540663,-0.22,-0.23,
540664,-0.205,-0.225,
540665,-0.2,-0.215,
540666,-0.215,-0.225,
540667,-0.225,-0.23,
540668,-0.22,-0.22,
540669,-0.205,-0.225,
540670,-0.195,-0.21,
540671,-0.195,-0.21,
540672,-0.195,-0.215,
540673,-0.2,-0.22,
540674,-0.205,-0.205,
540675,-0.19,-0.2,
540676,-0.19,-0.19,
540677,-0.185,-0.19,
540678,-0.2,-0.2,
540679,-0.21,-0.215,
540680,-0.2,-0.225,
540681,-0.195,-0.23,
540682,-0.175,-0.245,
540683,-0.175,-0.29,
540684,-0.185,-0.37,
540685,-0.195,-0.39,
540686,-0.195,-0.38,
540687,-0.18,-0.37,
540688,-0.17,-0.35,
540689,-0.175,-0.355,
540690,-0.185,-0.355,
540691,-0.2,-0.355,
540692,-0.195,-0.315,
540693,-0.19,-0.285,
540694,-0.165,-0.27,
540695,-0.18,-0.275,
540696,-0.19,-0.295,
540697,-0.195,-0.345,
540698,-0.215,-0.38,
540699,-0.205,-0.395,
540700,-0.19,-0.4,
540701,-0.205,-0.415,
540702,-0.21,-0.44,
540703,-0.22,-0.455,
540704,-0.23,-0.45,
540705,-0.215,-0.445,
540706,-0.215,-0.45,
540707,-0.225,-0.46,
540708,-0.23,-0.47,
540709,-0.25,-0.495,
540710,-0.23,-0.495,
540711,-0.22,-0.495,
540712,-0.225,-0.51,
540713,-0.235,-0.515,
540714,-0.245,-0.54,
540715,-0.25,-0.55,
540716,-0.255,-0.545,
540717,-0.24,-0.53,
540718,-0.24,-0.54,
540719,-0.24,-0.53,
540720,-0.24,-0.535,
540721,-0.26,-0.545,
540722,-0.255,-0.545,
540723,-0.25,-0.51,
540724,-0.25,-0.505,
540725,-0.275,-0.515,
540726,-0.26,-0.535,
540727,-0.27,-0.57,
540728,-0.265,-0.59,
540729,-0.27,-0.58,
540730,-0.26,-0.58,
540731,-0.265,-0.575,
540732,-0.265,-0.6,
540733,-0.275,-0.615,
540734,-0.28,-0.605,
540735,-0.265,-0.59,
540736,-0.255,-0.59,
540737,-0.255,-0.59,
540738,-0.265,-0.615,
540739,-0.27,-0.62,
540740,-0.285,-0.63,
540741,-0.27,-0.635,
540742,-0.265,-0.645,
540743,-0.265,-0.645,
540744,-0.27,-0.65,
540745,-0.275,-0.67,
540746,-0.275,-0.66,
540747,-0.265,-0.67,
540748,-0.255,-0.655,
540749,-0.25,-0.65,
540750,-0.265,-0.65,
540751,-0.275,-0.66,
540752,-0.265,-0.655,
540753,-0.265,-0.66,
540754,-0.255,-0.65,
540755,-0.245,-0.655,
540756,-0.245,-0.665,
540757,-0.25,-0.69,
540758,-0.235,-0.685,
540759,-0.205,-0.69,
540760,-0.19,-0.685,
540761,-0.175,-0.68,
540762,-0.185,-0.685,
540763,-0.2,-0.695,
540764,-0.2,-0.695,
540765,-0.17,-0.695,
540766,-0.165,-0.685,
540767,-0.16,-0.695,
540768,-0.145,-0.71,
540769,-0.16,-0.72,
540770,-0.17,-0.69,
540771,-0.14,-0.64,
540772,-0.135,-0.635,
540773,-0.155,-0.715,
540774,-0.165,-0.765,
540775,-0.165,-0.765,
540776,-0.195,-0.77,
540777,-0.19,-0.77,
540778,-0.2,-0.785,
540779,-0.195,-0.79,
540780,-0.205,-0.795,
540781,-0.19,-0.805,
540782,-0.195,-0.8,
540783,-0.185,-0.79,
540784,-0.195,-0.765,
540785,-0.21,-0.75,
540786,-0.225,-0.765,
540787,-0.24,-0.77,
540788,-0.255,-0.77,
540789,-0.265,-0.765,
540790,-0.26,-0.78,
540791,-0.275,-0.8,
540792,-0.29,-0.83,
540793,-0.29,-0.84,
540794,-0.3,-0.85,
540795,-0.31,-0.835,
540796,-0.31,-0.85,
540797,-0.3,-0.86,
540798,-0.305,-0.885,
540799,-0.32,-0.885,
540800,-0.33,-0.88,
540801,-0.32,-0.875,
540802,-0.32,-0.89,
540803,-0.305,-0.915,
540804,-0.315,-0.92,
540805,-0.315,-0.92,
540806,-0.315,-0.88,
540807,-0.32,-0.85,
540808,-0.31,-0.84,
540809,-0.31,-0.84,
540810,-0.315,-0.85,
540811,-0.315,-0.86,
540812,-0.32,-0.84,
540813,-0.335,-0.84,
540814,-0.36,-0.84,
540815,-0.415,-0.86,
540816,-0.45,-0.885,
540817,-0.425,-0.885,
540818,-0.36,-0.865,
540819,-0.29,-0.84,
540820,-0.175,-0.845,
540821,0.075,-0.81,
540822,0.425,-0.74,
540823,0.81,-0.585,
540824,1.16,-0.43,
540825,1.49,-0.27,
540826,1.705,-0.125,N
540827,1.755,-0.08,
540828,1.615,-0.17,
540829,1.2,-0.385,
540830,0.58,-0.69,
540831,0.005,-1.01,
540832,-0.385,-1.275,
540833,-0.55,-1.445,
540834,-0.55,-1.47,
540835,-0.5,-1.41,
540836,-0.44,-1.3,
540837,-0.315,-1.175,
540838,-0.255,-1.08,
540839,-0.245,-1.0,
540840,-0.28,-0.965,
540841,-0.3,-0.95,
540842,-0.315,-0.945,
540843,-0.3,-0.93,
540844,-0.285,-0.925,
540845,-0.3,-0.925,
540846,-0.315,-0.95,
540847,-0.34,-0.98,
540848,-0.34,-1.015,
540849,-0.335,-1.025,
540850,-0.325,-1.01,
540851,-0.33,-1.025,
540852,-0.34,-1.06,
540853,-0.34,-1.08,
540854,-0.35,-1.115,
540855,-0.335,-1.12,
540856,-0.325,-1.135,
540857,-0.335,-1.14,
540858,-0.34,-1.145,
540859,-0.35,-1.17,
540860,-0.355,-1.18,
540861,-0.34,-1.17,
540862,-0.33,-1.185,
540863,-0.325,-1.2,
540864,-0.335,-1.25,
540865,-0.34,-1.29,
540866,-0.345,-1.285,
540867,-0.33,-1.27,
540868,-0.335,-1.265,
540869,-0.325,-1.27,
540870,-0.33,-1.285,
540871,-0.34,-1.27,
540872,-0.335,-1.285,
540873,-0.325,-1.285,
540874,-0.31,-1.28,
540875,-0.305,-1.275,
540876,-0.305,-1.29,
540877,-0.31,-1.285,
540878,-0.305,-1.295,
540879,-0.3,-1.285,
540880,-0.285,-1.28,
540881,-0.265,-1.275,
540882,-0.275,-1.29,
540883,-0.28,-1.315,
540884,-0.28,-1.325,
540885,-0.26,-1.305,
540886,-0.24,-1.3,
540887,-0.235,-1.285,
540888,-0.22,-1.28,
540889,-0.225,-1.28,
540890,-0.22,-1.26,
540891,-0.2,-1.26,
540892,-0.17,-1.24,
540893,-0.155,-1.225,
540894,-0.15,-1.225,
540895,-0.14,-1.21,
540896,-0.125,-1.185,
540897,-0.09,-1.15,
540898,-0.055,-1.125,
540899,-0.04,-1.105,
540900,-0.045,-1.095,
540901,-0.03,-1.09,
540902,-0.015,-1.08,
540903,0.02,-1.065,
540904,0.05,-1.065,
540905,0.055,-1.055,
540906,0.075,-1.045,
540907,0.085,-1.05,
540908,0.1,-1.02,
540909,0.115,-0.985,
540910,0.13,-0.94,
540911,0.155,-0.9,
540912,0.17,-0.89,
540913,0.165,-0.87,
540914,0.17,-0.835,
540915,0.195,-0.805,
540916,0.22,-0.77,
540917,0.21,-0.74,
540918,0.21,-0.71,
540919,0.2,-0.695,
540920,0.19,-0.695,
540921,0.205,-0.675,
540922,0.21,-0.695,
540923,0.195,-0.695,
540924,0.17,-0.7,
540925,0.16,-0.71,
540926,0.13,-0.72,
540927,0.115,-0.71,
540928,0.1,-0.72,
540929,0.08,-0.73,
540930,0.045,-0.76,
540931,0.01,-0.8,
540932,0.0,-0.82,
540933,-0.015,-0.83,
540934,-0.03,-0.845,
540935,-0.05,-0.875,
540936,-0.08,-0.9,
540937,-0.11,-0.895,
540938,-0.12,-0.895,
540939,-0.13,-0.925,
540940,-0.135,-0.945,
540941,-0.145,-0.945,
540942,-0.16,-0.97,
540943,-0.165,-1.0,
540944,-0.19,-0.995,
540945,-0.19,-1.0,
540946,-0.19,-1.005,
540947,-0.19,-1.02,
540948,-0.205,-1.015,
540949,-0.195,-1.02,
540950,-0.2,-1.005,
540951,-0.195,-1.005,
540952,-0.185,-0.995,
540953,-0.18,-0.985,
540954,-0.205,-0.97,
540955,-0.22,-0.95,
540956,-0.22,-0.93,
540957,-0.215,-0.9,
540958,-0.21,-0.91,
540959,-0.205,-0.9,
540960,-0.21,-0.89,
540961,-0.205,-0.85,
540962,-0.2,-0.77,
540963,-0.2,-0.725,
540964,-0.19,-0.705,
540965,-0.19,-0.685,
540966,-0.19,-0.68,
540967,-0.2,-0.7,
540968,-0.21,-0.735,
540969,-0.19,-0.755,
540970,-0.17,-0.77,
540971,-0.185,-0.785,
540972,-0.18,-0.81,
540973,-0.18,-0.815,
540974,-0.18,-0.81,
540975,-0.17,-0.795,
540976,-0.16,-0.8,
540977,-0.16,-0.76,
540978,-0.17,-0.715,
540979,-0.175,-0.7,
540980,-0.175,-0.68,
540981,-0.165,-0.68,
540982,-0.16,-0.705,
540983,-0.16,-0.75,
540984,-0.16,-0.79,
540985,-0.165,-0.8,
540986,-0.16,-0.79,
540987,-0.16,-0.775,
540988,-0.155,-0.81,
540989,-0.155,-0.86,
540990,-0.16,-0.925,
540991,-0.17,-0.95,
540992,-0.18,-0.955,
540993,-0.17,-0.93,
540994,-0.165,-0.935,
540995,-0.16,-0.96,
540996,-0.165,-1.005,
540997,-0.17,-1.01,
540998,-0.18,-0.985,
540999,-0.17,-0.965,
541000,-0.175,-0.945,
541001,-0.17,-0.925,
541002,-0.17,-0.94,
541003,-0.18,-0.945,
541004,-0.18,-0.94,
541005,-0.18,-0.94,
541006,-0.18,-0.955,
541007,-0.185,-0.96,
541008,-0.185,-0.95,
541009,-0.21,-0.945,
541010,-0.2,-0.935,
541011,-0.21,-0.93,
541012,-0.195,-0.925,
541013,-0.19,-0.9,
541014,-0.2,-0.9,
541015,-0.215,-0.885,
541016,-0.225,-0.835,
541017,-0.225,-0.81,
541018,-0.205,-0.82,
541019,-0.22,-0.835,
541020,-0.215,-0.845,
541021,-0.225,-0.84,
541022,-0.225,-0.84,
541023,-0.225,-0.84,
